College State Location Date Category of Incident,,,,,
Brown University Rhode Island Off Campus 11/25/2023 Aggravated Assault,,,,,
Brown University Rhode Island On Campus 10/17/2023 Intimidation & Verbal Harassment,,,,,
Brown University Rhode Island On Campus 9/18/2023 Verbal Harassment,,,,,
Brown University Rhode Island On Campus 3/24/2022 Verbal Harassment,,,,,
California State University Long Beach California On Campus 11/6/2023 Vandalism of Property,,,,,
"Columbia University New York Off Campus 12/12/2023 Simple Assault, Stalking, & Verbal Harassment",,,,,
Columbia University New York On Campus 11/27/2023 Doxxing & Verbal Harassment,,,,,
Columbia University New York On Campus 11/27/2023 Doxxing & Verbal Harassment,,,,,
Columbia University New York On Campus 11/21/2023 Intimidation & Verbal Harassment,,,,,
Columbia University New York On Campus 11/21/2023 Verbal Harassment,,,,,
Florida State University Florida On Campus 10/13/2023 Stalking & Verbal Harassment,,,,,
Georgia Institute of Technology Georgia Online 11/2/2023 Verbal Harassment,,,,,
Georgia Institute of Technology Georgia On Campus 10/11/2023 Damage of Property & Simple Assault,,,,,
Harvard University Massachusetts Online 11/12/2023 Intimidation & Verbal Harassment,,,,,
"Harvard University Massachusetts Online 11/12/2023 Doxxing, Intimidation, & Verbal Harassment",,,,,
Harvard University Massachusetts On Campus 11/10/2023 Intimidation & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/9/2023 Damage of Property & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/8/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/8/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/8/2023 Doxxing & Verbal Harassment,,,,,
"Harvard University Massachusetts Online 11/8/2023 Doxxing, Intimidation, & Verbal Harassment",,,,,
Harvard University Massachusetts Online 11/8/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/8/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/8/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/8/2023 Doxxing,,,,,
Harvard University Massachusetts On Campus 11/7/2023 Damage of Property,,,,,
Harvard University Massachusetts Online 11/7/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/6/2023 Intimidation & Verbal Harassment,,,,,
Harvard University Massachusetts Online 11/6/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/6/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/6/2023 Doxxing & Verbal Harassment,,,,,
"Harvard University Massachusetts Online 11/6/2023 Doxxing, Intimidation, & Verbal Harassment",,,,,
Harvard University Massachusetts Online 11/5/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/5/2023 Doxxing,,,,,
Harvard University Massachusetts On Campus 11/4/2023 Verbal Harassment,,,,,
Harvard University Massachusetts Online 11/4/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/4/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/4/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/3/2023 Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/3/2023 Intimidation & Verbal Harassment,,,,,
"Harvard University Massachusetts Online 11/3/2023 Doxxing, Intimidation, & Verbal Harassment",,,,,
Harvard University Massachusetts Online 11/3/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/3/2023 Doxxing,,,,,
Harvard University Massachusetts Online 11/3/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/1/2023 Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 11/1/2023 Verbal Harassment,,,,,
"Harvard University Massachusetts Online 11/1/2023 Doxxing, Intimidation, & Verbal Harassment",,,,,
Harvard University Massachusetts Online 11/1/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts Online 10/26/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 10/20/2023 Doxxing & Intimidation,,,,,
Harvard University Massachusetts On Campus 10/19/2023 Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 10/17/2023 Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 10/16/2023 Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 10/14/2023 Verbal Harassment,,,,,
Harvard University Massachusetts Online 10/13/2023 Intimidation & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 10/12/2023 Doxxing & Stalking,,,,,
Harvard University Massachusetts On Campus 10/11/2023 Verbal Harassment,,,,,
Harvard University Massachusetts Online 10/10/2023 Doxxing & Verbal Harassment,,,,,
Harvard University Massachusetts On Campus 10/9/2023 Verbal Harassment,,,,,
Haverford College Pennsylvania Off Campus 11/25/2023 Aggravated Assault,,,,,
Michigan State University Michigan Off Campus 11/3/2023 Verbal Harassment,,,,,
Midwestern University Illinois On Campus 10/18/2023 Intimidation & Verbal Harassment,,,,,
New Jersey Institute of Technology New Jersey Online 10/21/2023 Verbal Harassment,,,,,
New York University New York Online 10/17/2023 Verbal Harassment,,,,,
Pace University New York On Campus 10/10/2023 Verbal Harassment,,,,,
"Queens College, City University of New York New York Online 11/9/2023 Verbal Harassment",,,,,
Rutgers University New Jersey On Campus 11/1/2023 Destruction of Property,,,,,
Rutgers University New Jersey On Campus 10/15/2023 Intimidation & Verbal Harassment,,,,,
St. John’s University New York On Campus 10/30/2023 Vandalism of Property,,,,,
Stanford University California On Campus 11/3/2023 Aggravated Assault & Verbal Harassment,,,,,
Stanford University California On Campus 10/18/2023 Damage of Property,,,,,
Stanford University California On Campus 10/17/2023 Simple Assault & Verbal Harassment,,,,,
Stanford University California On Campus 10/16/2023 Intimidation,,,,,
Stanford University California On Campus 10/15/2023 Simple Assault & Stalking,,,,,
The Ohio State University Ohio On Campus 11/30/2023 Verbal Harassment,,,,,
The Ohio State University Ohio On Campus 11/24/2023 Intimidation & Verbal Harassment,,,,,
The Ohio State University Ohio On Campus 10/28/2023 Verbal Harassment,,,,,
The Ohio State University Ohio On Campus 10/9/2023 Verbal Harassment,,,,,
The University of Texas at Austin Texas On Campus 10/12/2023 Intimidation & Verbal Harassment,,,,,
Trinity College Connecticut Off Campus 11/25/2023 Aggravated Assault,,,,,
University of Chicago Illinois On Campus 11/6/2023 Doxxing,,,,,
University of Chicago Illinois On Campus 11/4/2023 Vandalism of Property,,,,,
University of Chicago Illinois Online 10/26/2023 Verbal Harassment,,,,,
University of Chicago Illinois On Campus 10/20/2023 Doxxing,,,,,
University of Chicago Illinois On Campus 10/19/2023 Verbal Harassment,,,,,
"University of Chicago Illinois On Campus 10/19/2023 Damage of Property, Doxxing, & Simple Assault",,,,,
University of Chicago Illinois Online 10/18/2023 Verbal Harassment,,,,,
University of Chicago Illinois Off Campus 9/14/2023 Verbal Harassment,,,,,
University of Chicago Illinois Off Campus 9/14/2023 Verbal Harassment,,,,,
University of Cincinnati Ohio On Campus 11/9/2023 Intimidation & Verbal Harassment,,,,,
University of Cincinnati Ohio Online 10/12/2023 Verbal Harassment,,,,,
University of Connecticut Connecticut On Campus 10/23/2023 Verbal Harassment,,,,,
University of Connecticut Connecticut Online 10/9/2023 Intimidation & Verbal Harassment,,,,,
University of Michigan Michigan On Campus 11/16/2023 Verbal Harassment,,,,,
University of Michigan Michigan On Campus 11/1/2023 Verbal Harassment,,,,,
University of North Carolina at Chapel Hill North Carolina On Campus 10/31/2023 Aggravated Assault & Verbal Harassment,,,,,
University of Notre Dame Indiana On Campus 10/31/2023 Stalking & Verbal Harassment,,,,,
University of Notre Dame Indiana On Campus 10/12/2023 Verbal Harassment,,,,,
University of Oklahoma Oklahoma On Campus 2/2/2024 Vandalism of Property,,,,,
University of Southern California California On Campus 11/9/2023 Intimidation & Verbal Harassment,,,,,
University of Southern California California Online 10/17/2023 Verbal Harassment,,,,,
Yale University Connecticut On Campus 10/30/2023 Verbal Harassment,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
